ASPECT	VALUE	TYPE	DOLCE
CONTENT#TOPIC	Europe, history, 1871-1918	subject	TimeInterval
CONTENT#TOPIC	European War, 1914-1918	subject	Event
CONTENT#TOPIC	Europeans	subject	Person
CONTENT#TOPIC	Evidence	subject	Event
CONTENT#TOPIC	Evolution	subject	Process
CONTENT#TOPIC	Ex-convicts	subject	Person
CONTENT#TOPIC	Ex-police officers	subject	Person
CONTENT#TOPIC	Examination questions	subject	Event
CONTENT#TOPIC	Examinations	subject	Event
CONTENT#TOPIC	Examinations, questions	subject	Event
CONTENT#TOPIC	Example	subject	InformationEntity
CONTENT#TOPIC	Excerpts	subject	Event
CONTENT#TOPIC	Executions and executioners	subject	Event
CONTENT#TOPIC	Executives	subject	Person
CONTENT#TOPIC	Exhibitions	subject	Event
CONTENT#TOPIC	Exhibitons	subject	Event
CONTENT#TOPIC	Exiles in fiction	subject	InformationEntity
CONTENT#TOPIC	Existentialism	subject	Event
CONTENT#TOPIC	Expansion	subject	Event
CONTENT#TOPIC	Expatriation, fiction	subject	InformationEntity
CONTENT#TOPIC	Experiments	subject	Event
CONTENT#TOPIC	Explorers in fiction	subject	InformationEntity
CONTENT#TOPIC	Exploring expeditions	subject	Event
CONTENT#TOPIC	Extraterrestrial beings	subject	Personification
CONTENT#TOPIC	FICTION	subject	InformationEntity
CONTENT#TOPIC	FICTION -- Mystery & Detective -- Traditional	subject	InformationEntity
CONTENT#TOPIC	FICTION / Action & Adventure	subject	InformationEntity
CONTENT#TOPIC	FICTION / African American / General	subject	InformationEntity
CONTENT#TOPIC	FICTION / Classics	subject	InformationEntity
CONTENT#TOPIC	FICTION / Contemporary Women	subject	InformationEntity
CONTENT#TOPIC	FICTION / Fantasy / Historical	subject	InformationEntity
CONTENT#TOPIC	FICTION / General	subject	InformationEntity
CONTENT#TOPIC	FICTION / Historical	subject	InformationEntity
CONTENT#TOPIC	FICTION / Horror	subject	InformationEntity
CONTENT#TOPIC	FICTION / Literary	subject	InformationEntity
CONTENT#TOPIC	FICTION / Mystery & Detective / General	subject	InformationEntity
CONTENT#TOPIC	FICTION / Romance / Contemporary	subject	InformationEntity
CONTENT#TOPIC	FICTION / Science Fiction / Action & Adventure	subject	InformationEntity
CONTENT#TOPIC	FICTION / Science Fiction / General	subject	InformationEntity
CONTENT#TOPIC	FICTION / Science Fiction / Hard Science Fiction	subject	InformationEntity
CONTENT#TOPIC	FICTION / Short Stories (single author)	subject	InformationEntity
CONTENT#TOPIC	FICTION / Suspense	subject	InformationEntity
CONTENT#TOPIC	Factories	subject	Organization
CONTENT#TOPIC	Fairy tales, folk tales, fables, magical tales & traditional stories	subject	Characteristic
CONTENT#TOPIC	Faith	subject	InformationEntity
CONTENT#TOPIC	Faith (Judaism)	subject	InformationEntity
CONTENT#TOPIC	Fall of man	subject	Person
CONTENT#TOPIC	Fall of man in literature	subject	InformationEntity
CONTENT#TOPIC	Fall of man.	subject	Person
CONTENT#TOPIC	Families	subject	Organization
CONTENT#TOPIC	Families in fiction	subject	InformationEntity
CONTENT#TOPIC	Families-owned business enterprises	subject	Event
CONTENT#TOPIC	Family	subject	Collection
CONTENT#TOPIC	Family & Relationships	subject	Collection
CONTENT#TOPIC	Family in fiction	subject	InformationEntity
CONTENT#TOPIC	Family life	subject	Concept
CONTENT#TOPIC	Family life in fiction	subject	InformationEntity
CONTENT#TOPIC	Family life, fiction	subject	InformationEntity
CONTENT#TOPIC	Family relationships	subject	Event
CONTENT#TOPIC	Family sagas	subject	InformationEntity
CONTENT#TOPIC	Family secrets	subject	Organization
CONTENT#TOPIC	Family, fiction	subject	InformationEntity
CONTENT#TOPIC	Family-owned business enterprises	subject	Event
CONTENT#TOPIC	Family-owned business enterprises in fiction	subject	InformationEntity
CONTENT#TOPIC	Fans (Persons)	subject	Person
CONTENT#TOPIC	Fantastic Fiction	subject	InformationEntity
CONTENT#TOPIC	Fantastic fiction	subject	InformationEntity
CONTENT#TOPIC	Fantasy - Series	subject	InformationEntity
CONTENT#TOPIC	Fantasy fiction	subject	InformationEntity
CONTENT#TOPIC	Fantasy fiction, English	subject	InformationEntity
CONTENT#TOPIC	Farm life	subject	Concept
CONTENT#TOPIC	Farm life in fiction	subject	InformationEntity
CONTENT#TOPIC	Farmers	subject	Person
CONTENT#TOPIC	Fast-day sermons	subject	Event
CONTENT#TOPIC	Fate and fatalism	subject	Concept
CONTENT#TOPIC	Father Brown (Fictitious character)	subject	Personification
CONTENT#TOPIC	Father-Son relationship	subject	Event
CONTENT#TOPIC	Father-daughter relationship	subject	Event
CONTENT#TOPIC	Father-son relationship	subject	Event
CONTENT#TOPIC	Fathers	subject	Person
CONTENT#TOPIC	Fathers and daughters	subject	Person
CONTENT#TOPIC	Fathers and daughters in fiction	subject	InformationEntity
CONTENT#TOPIC	Fathers and daughters, fiction	subject	InformationEntity
CONTENT#TOPIC	Fathers and sons	subject	Person
CONTENT#TOPIC	Fathers and sons, fiction	subject	InformationEntity
CONTENT#TOPIC	Fathers of the church	subject	Person
CONTENT#TOPIC	Fathers of the church, Greek	subject	Person
CONTENT#TOPIC	February Revolution (France : 1848)	subject	Event
CONTENT#TOPIC	Female friendship	subject	Relation
CONTENT#TOPIC	Female friendship in fiction	subject	InformationEntity
CONTENT#TOPIC	Female friendship,  fiction	subject	InformationEntity
CONTENT#TOPIC	Feminist fiction, english	subject	InformationEntity
CONTENT#TOPIC	Feminists	subject	Person
CONTENT#TOPIC	Feral children	subject	Group
CONTENT#TOPIC	Fibonacci sequence	subject	Abstract
CONTENT#TOPIC	Fiction	subject	InformationEntity
CONTENT#TOPIC	Fiction (fictional works by one author)	subject	InformationEntity
CONTENT#TOPIC	Fiction - Fantasy	subject	InformationEntity
CONTENT#TOPIC	Fiction - General	subject	InformationEntity
CONTENT#TOPIC	Fiction / Fantasy / Epic	subject	InformationEntity
CONTENT#TOPIC	Fiction / Literary	subject	InformationEntity
CONTENT#TOPIC	Fiction Classics	subject	InformationEntity
CONTENT#TOPIC	Fiction in English	subject	InformationEntity
CONTENT#TOPIC	Fiction in French	subject	InformationEntity
CONTENT#TOPIC	Fiction in Spanish	subject	InformationEntity
CONTENT#TOPIC	Fiction inEnglish	subject	InformationEntity
CONTENT#TOPIC	Fiction s.	subject	InformationEntity
CONTENT#TOPIC	Fiction, Historical	subject	InformationEntity
CONTENT#TOPIC	Fiction, Romance, Contemporary	subject	InformationEntity
CONTENT#TOPIC	Fiction, Romance, Contemporary, Life change events	subject	InformationEntity
CONTENT#TOPIC	Fiction, Romance, Historical, Regency	subject	InformationEntity
CONTENT#TOPIC	Fiction, action & adventure	subject	InformationEntity
CONTENT#TOPIC	Fiction, alternative history	subject	InformationEntity
CONTENT#TOPIC	Fiction, biographical	subject	InformationEntity
CONTENT#TOPIC	Fiction, christian, classic & allegory	subject	InformationEntity
CONTENT#TOPIC	Fiction, christian, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, christian, historical	subject	InformationEntity
CONTENT#TOPIC	Fiction, classics	subject	InformationEntity
CONTENT#TOPIC	Fiction, coming of age	subject	Topic
CONTENT#TOPIC	Fiction, crime	subject	InformationEntity
CONTENT#TOPIC	Fiction, dystopian	subject	InformationEntity
CONTENT#TOPIC	Fiction, erotica, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, espionage	subject	Activity
CONTENT#TOPIC	Fiction, family life	subject	InformationEntity
CONTENT#TOPIC	Fiction, family life, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, fantasy	subject	InformationEntity
CONTENT#TOPIC	Fiction, fantasy, contemporary	subject	InformationEntity
CONTENT#TOPIC	Fiction, fantasy, epic	subject	InformationEntity
CONTENT#TOPIC	Fiction, fantasy, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, fantasy, historical	subject	InformationEntity
CONTENT#TOPIC	Fiction, fantasy, short stories	subject	InformationEntity
CONTENT#TOPIC	Fiction, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, ghost	subject	InformationEntity
CONTENT#TOPIC	Fiction, gothic	subject	InformationEntity
CONTENT#TOPIC	Fiction, historical	subject	InformationEntity
CONTENT#TOPIC	Fiction, historical, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, horror	subject	InformationEntity
CONTENT#TOPIC	Fiction, humorous	subject	InformationEntity
CONTENT#TOPIC	Fiction, humorous, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, legal	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, collections & anthologies	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, hard-boiled	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, historical	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, international crime & mystery	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, police procedural	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, short stories	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, traditional	subject	InformationEntity
CONTENT#TOPIC	Fiction, mystery & detective, women sleuths	subject	InformationEntity
CONTENT#TOPIC	Fiction, occult & supernatural	subject	InformationEntity
CONTENT#TOPIC	Fiction, political	subject	InformationEntity
CONTENT#TOPIC	Fiction, psychological	subject	InformationEntity
CONTENT#TOPIC	Fiction, religious	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, collections & anthologies	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, contemporary	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, fantasy	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, historical	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, historical, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, romance, suspense	subject	InformationEntity
CONTENT#TOPIC	Fiction, satire	subject	InformationEntity
CONTENT#TOPIC	Fiction, science fiction, action & adventure	subject	InformationEntity
CONTENT#TOPIC	Fiction, science fiction, general	subject	InformationEntity
CONTENT#TOPIC	Fiction, science fiction, hard science fiction	subject	InformationEntity
CONTENT#TOPIC	Fiction, sea stories	subject	InformationEntity
CONTENT#TOPIC	Fiction, short stories (single author)	subject	InformationEntity
CONTENT#TOPIC	Fiction, suspense	subject	InformationEntity
CONTENT#TOPIC	Fiction, thrillers, espionage	subject	Topic
CONTENT#TOPIC	Fiction, visionary & metaphysical	subject	InformationEntity
CONTENT#TOPIC	Fiction, war & military	subject	InformationEntity
CONTENT#TOPIC	Fiction, westerns	subject	InformationEntity
CONTENT#TOPIC	Fiction, women	subject	InformationEntity
CONTENT#TOPIC	Fiction: Literature	subject	InformationEntity
CONTENT#TOPIC	Fictional Works	subject	InformationEntity
CONTENT#TOPIC	Fictitious Character	subject	Personification
CONTENT#TOPIC	Film and video adaptations	subject	InformationEntity
CONTENT#TOPIC	First Presbyterian Church (Charlotte, N.C.)	subject	Organization
CONTENT#TOPIC	First loves	subject	Event
CONTENT#TOPIC	First loves in fiction	subject	InformationEntity
CONTENT#TOPIC	First philosophy	subject	InformationEntity
CONTENT#TOPIC	Fishers	subject	Group
CONTENT#TOPIC	Fishing	subject	Event
CONTENT#TOPIC	Fishing boats	subject	PhysicalObject
CONTENT#TOPIC	Fishing stories	subject	Event
CONTENT#TOPIC	Fitzgerald, F. Scott	subject	Person
CONTENT#TOPIC	Fitzgerald, f. scott (francis scott), 1896-1940	subject	Person
CONTENT#TOPIC	Fitzwilliam Darcy (Fictional character)	subject	Personification
CONTENT#TOPIC	Fitzwilliam Darcy (Fictitious character)	subject	Personification
CONTENT#TOPIC	Florida, fiction	subject	InformationEntity
CONTENT#TOPIC	Flower vending	subject	Organism
CONTENT#TOPIC	Flowers	subject	Organism
CONTENT#TOPIC	Flowers, fiction	subject	InformationEntity
CONTENT#TOPIC	Fluid dynamic measurement	subject	Characteristic
CONTENT#TOPIC	Folk literature	subject	InformationEntity
CONTENT#TOPIC	Folly	subject	Event
CONTENT#TOPIC	Football stories	subject	InformationEntity
CONTENT#TOPIC	For National Curriculum Key Stage 3	subject	
CONTENT#TOPIC	Forced labor	subject	Event
CONTENT#TOPIC	Forecasting	subject	Event
CONTENT#TOPIC	Foreign Language Study	subject	Topic
CONTENT#TOPIC	Foreign relations	subject	Event
CONTENT#TOPIC	Foreign speakers	subject	Person
CONTENT#TOPIC	Forensic pathologists, fiction	subject	InformationEntity
CONTENT#TOPIC	Forests and forestry	subject	Collection
CONTENT#TOPIC	Forsyte family (Fictitious characters)	subject	Personification
CONTENT#TOPIC	Foundlings	subject	Event
CONTENT#TOPIC	Foundlings in literature	subject	InformationEntity
CONTENT#TOPIC	Fourth dimension	subject	Abstract
CONTENT#TOPIC	Fowl, artemis (fictitious character), fiction	subject	Personification
CONTENT#TOPIC	France -- History -- 19th century -- Fiction	subject	InformationEntity
CONTENT#TOPIC	France in fiction	subject	InformationEntity
CONTENT#TOPIC	France, history, revolution, 1789-1799, fiction	subject	InformationEntity
CONTENT#TOPIC	Francis, of assisi, saint, 1182-1226	subject	Person
CONTENT#TOPIC	Frankenstein (Fictitious character)	subject	Personification
CONTENT#TOPIC	Frankenstein (fictitious character), fiction	subject	Personification
CONTENT#TOPIC	Frankenstein's monster (Fictitious character)	subject	Person
CONTENT#TOPIC	Fraser, jamie (fictitious character), fiction	subject	Personification
CONTENT#TOPIC	Free will	subject	Event
CONTENT#TOPIC	Free will and determinism	subject	Event
CONTENT#TOPIC	Freemasonry	subject	Organization
CONTENT#TOPIC	Freemasons	subject	Abstract
CONTENT#TOPIC	French	subject	Group
CONTENT#TOPIC	French Authors	subject	Person
CONTENT#TOPIC	French Erotic literature	subject	InformationEntity
CONTENT#TOPIC	French Fables	subject	Topic
CONTENT#TOPIC	French Historical fiction	subject	InformationEntity
CONTENT#TOPIC	French Hymns	subject	InformationEntity
CONTENT#TOPIC	French Love stories	subject	Event
CONTENT#TOPIC	French Novel And Short Story	subject	Event
CONTENT#TOPIC	French Philosophy	subject	Topic
CONTENT#TOPIC	French Poets	subject	Group
CONTENT#TOPIC	French Revolution	revolution	Event
CONTENT#TOPIC	French Revolution	subject	Event
CONTENT#TOPIC	French Romance fiction	subject	InformationEntity
CONTENT#TOPIC	French Science fiction	subject	InformationEntity
CONTENT#TOPIC	French Short stories	subject	Event
CONTENT#TOPIC	French drama	subject	InformationEntity
CONTENT#TOPIC	French fiction	subject	InformationEntity
CONTENT#TOPIC	French invasion of Russia	war	Event
CONTENT#TOPIC	French language	subject	SocialObject
CONTENT#TOPIC	French language books	subject	Topic
CONTENT#TOPIC	French language materials	subject	SocialObject
CONTENT#TOPIC	French letters	subject	InformationEntity
CONTENT#TOPIC	French literature	subject	InformationEntity
CONTENT#TOPIC	French literature, translations into english	subject	InformationEntity
CONTENT#TOPIC	French literature, women authors	subject	InformationEntity
CONTENT#TOPIC	French poetry	subject	InformationEntity
CONTENT#TOPIC	French-Canadian dialect	subject	InformationEntity
CONTENT#TOPIC	French-Canadian fiction	subject	InformationEntity
CONTENT#TOPIC	Friends and associates	subject	Person
CONTENT#TOPIC	Friendship	subject	Description
CONTENT#TOPIC	Friendship in fiction	subject	InformationEntity
CONTENT#TOPIC	Friendship, fiction	subject	InformationEntity
CONTENT#TOPIC	Frontier and pioneer life	subject	Event
CONTENT#TOPIC	Frontier and pioneer life, west (u.s.)	subject	Event
CONTENT#TOPIC	Fugitive slaves	subject	Event
CONTENT#TOPIC	Fugitives from justice	subject	Group
CONTENT#TOPIC	Funeral music	subject	TimeInterval
CONTENT#TOPIC	Funeral rites and ceremonies	subject	Person
CONTENT#TOPIC	Future	subject	TimeInterval
CONTENT#TOPIC	Future life	subject	Characteristic
CONTENT#TOPIC	Gaelic language	subject	SocialObject
CONTENT#TOPIC	Games	subject	Activity
CONTENT#TOPIC	Gandalf (fictitious character), fiction	subject	Personification
CONTENT#TOPIC	Gardening	subject	Activity
CONTENT#TOPIC	Gardening in fiction	subject	InformationEntity
CONTENT#TOPIC	Gardens in fiction	subject	InformationEntity
CONTENT#TOPIC	Gaul, history	subject	Person
CONTENT#TOPIC	Gay rulers	subject	Person
CONTENT#TOPIC	Genealogy	subject	Collection
CONTENT#TOPIC	General	subject	Event
CONTENT#TOPIC	Generals in fiction	subject	InformationEntity
CONTENT#TOPIC	Generals in literature	subject	InformationEntity
CONTENT#TOPIC	Genetic engineering	subject	Activity
CONTENT#TOPIC	Gentry	subject	Group
CONTENT#TOPIC	Geography	subject	Topic
CONTENT#TOPIC	Geometry textbooks	subject	InformationEntity
CONTENT#TOPIC	Georgia, fiction	subject	InformationEntity
CONTENT#TOPIC	German	subject	Person
CONTENT#TOPIC	German Romances	subject	Person
CONTENT#TOPIC	German Tales	subject	Person
CONTENT#TOPIC	German fiction	subject	InformationEntity
CONTENT#TOPIC	German language	subject	SocialObject
CONTENT#TOPIC	German literature	subject	InformationEntity
CONTENT#TOPIC	German literature, translations into english	subject	InformationEntity
CONTENT#TOPIC	German occupation	subject	Event
CONTENT#TOPIC	German poetry	subject	InformationEntity
CONTENT#TOPIC	Germanic Invasions of Rome (3rd-6th centuries) fast (OCoLC)fst01353189	subject	Event
CONTENT#TOPIC	Germanic literature	subject	InformationEntity
CONTENT#TOPIC	Germany	subject	Person
CONTENT#TOPIC	Germany in fiction	subject	InformationEntity
CONTENT#TOPIC	Germany, fiction	subject	InformationEntity
CONTENT#TOPIC	Germany, history, fiction	subject	InformationEntity
CONTENT#TOPIC	Ghost plays	subject	Topic
CONTENT#TOPIC	Ghost stories	subject	InformationEntity
CONTENT#TOPIC	Ghosts	subject	Personification
CONTENT#TOPIC	Ghosts in fiction	subject	Personification
CONTENT#TOPIC	Ghosts, fiction	subject	Personification
CONTENT#TOPIC	Gift books	subject	Event
CONTENT#TOPIC	Girls' schools	subject	Person
CONTENT#TOPIC	Girls, biography	subject	Person
CONTENT#TOPIC	Girls, fiction	subject	InformationEntity
CONTENT#TOPIC	Gladiators	subject	Group
CONTENT#TOPIC	Glass painting and staining	subject	PhysicalObject
CONTENT#TOPIC	Glossaries	subject	InformationEntity
